996,160
1003,154
1009,161
1022,168
1030,170
1040,171
1048,175
1070,169
1087,172
1103,171
1128,169
1145,169
1169,171
1191,176
1207,183
1226,194
1245,205
1262,218
1279,232
1296,248
1313,263
1331,279
1344,296
1354,310
1372,330
1390,348
1410,366
1424,381
1441,397
1457,414
1473,430
1490,449
1506,464
1519,479
1534,496
1547,513
1561,531
1574,549
1591,567
1598,580
1612,594
1628,607
1639,623
1640,645
1633,650
1628,669
1622,685
1616,702
1613,722
1605,747
1600,763
1592,787
1583,804
1570,826
1559,846
1548,862
1535,879
1521,895
1507,909
1491,927
1474,935
1456,938
1445,934
1428,925
1411,922
1395,920
1371,915
1350,908
1329,902
1308,895
1286,886
1266,877
1244,870
1228,862
1206,852
1184,841
1164,835
1142,825
1125,820
1098,813
1076,807
1049,800
1030,793
1015,793
996,789
974,788
946,793
922,801
898,806
872,814
857,819
831,829
810,835
791,842
770,848
747,856
734,859
708,868
692,870
678,872
658,875
642,878
627,880
602,882
589,884
569,886
538,892
516,895
502,894
482,895
466,897
446,903
425,903
408,906
376,908
348,920
345,922
314,949
320,941
266,962
288,942
275,932
269,954
265,959
269,934
269,940
292,942
281,949
288,945
275,950
290,948
286,949
282,948
269,953
279,947
278,949
270,958
264,962
269,966
287,950
289,949
260,963
260,964
274,959
265,965
270,961
282,953
271,957
269,963
284,959
279,959
280,962
283,960
271,966
276,965
278,965
280,964
282,958
290,952
278,942
273,936
266,927
260,899
259,874
275,856
280,848
291,827
305,796
316,771
322,754
330,731
336,713
344,693
352,671
356,660
365,644
371,629
385,605
400,583
413,562
427,543
439,524
451,506
464,489
478,469
490,452
501,435
514,415
526,397
538,376
553,354
566,333
579,314
590,296
601,276
609,258
620,240
626,226
633,210
641,191
644,174
651,164
661,159
678,163
692,166
709,166
722,163
738,160
754,158
771,158
793,158
815,160
830,163
851,170
870,175
889,183
911,194
929,204
953,222
970,235
986,246
1009,263
1029,276
1051,290
1075,302
1099,316
1126,329
1144,337
1170,348
1191,356
1212,364
1229,370
1248,375
1275,378
1290,381
1315,381
1336,383
1360,383
1382,384
1404,384
1425,384
1441,384
1458,382
1476,381
1493,380
1510,380
1527,381
1543,383
1568,383
1575,385
1592,388
1611,392
1626,396
1640,409
1641,415
1640,426
1640,438
1643,455
1647,474
1647,491
1645,513
1643,538
1642,555
1639,574
1636,595
1636,614
1637,638
1638,659
1641,684
1645,708
1648,725
1652,753
1655,775
1658,796
1661,821
1662,846
1662,871
1662,894
1659,908
1653,920
1649,909
1638,903
1638,911
1629,914
1624,921
1623,931
1631,931
1635,932
1630,919
1627,913
1630,916
1648,933
1655,945
1651,943
1655,938
1651,936
1658,946
1655,940
1659,942
1648,940
1649,939
1661,945
1649,943
1636,936
1650,941
1655,943
1652,936
1655,941
1645,927
1651,924
1647,937
1645,935
1649,942
1650,930
1648,930
1651,937
1656,939
1653,930
1656,934
1660,934
1650,932
1648,929
1650,929
1648,934
1653,931
1642,927
1662,941
1658,940
1658,941
1641,921
1658,944
1663,937
1661,948
1652,926
1662,940
1653,937
1654,939
1648,927
1646,927
1654,938
1657,941
1657,940
1659,941
1680,950
1666,940
1659,940
1647,924
1656,925
1661,928
1666,938
1666,937
1663,914
1659,913
1664,921
1661,923
1664,939
1647,918
1641,917
1642,925
1649,938
1648,931
1657,934
1651,933
1653,938
1654,935
1653,939
1649,939
1643,935
1648,931
1649,930
1642,925
1648,921
1653,926
1657,921
1661,919
1664,920
1683,941
1682,930
1672,933
1662,935
1656,941
1645,950
1634,957
1618,956
1605,947
1591,934
1585,924
1576,915
1563,906
1550,896
1536,879
1524,864
1511,844
1500,829
1488,810
1477,792
1468,769
1459,747
1448,724
1438,701
1430,681
1423,663
1413,644
1404,625
1398,606
1390,587
1383,568
1376,549
1368,530
1364,515
1356,497
1347,479
1337,461
1328,442
1316,423
1302,404
1290,385
1276,366
1261,346
1250,331
1236,319
1223,311
1207,299
1196,291
1180,281
1163,271
1145,262
1126,248
1111,240
1097,233
1078,220
1063,209
1045,195
1029,180
1015,170
1003,164
986,154
970,147
953,138
936,133
916,130
901,127
886,124
863,125
847,126
826,129
801,134
783,139
760,148
742,155
720,168
702,178
683,193
667,206
648,225
638,231
620,249
608,263
594,277
578,294
563,310
544,328
531,344
517,362
500,380
485,404
473,419
460,440
447,458
437,478
427,497
417,521
411,542
404,562
400,579
399,603
397,628
396,650
398,676
397,697
398,723
402,747
407,772
407,787
414,807
420,824
432,845
450,869
457,880
474,901
489,915
507,932
514,937
522,935
530,933
537,932
557,932
574,929
599,930
618,927
637,925
653,921
676,917
691,914
708,910
721,907
750,892
771,883
792,874
812,867
828,857
845,848
864,839
888,827
903,819
927,805
948,794
962,787
986,777
1012,769
1030,767
1056,762
1088,757
1107,753
1127,751
1144,751
1168,746
1189,743
1215,740
1241,737
1262,735
1283,733
1307,733
1335,733
1358,734
1380,735
1403,736
1421,736
1445,738
1465,739
1488,738
1510,736
1526,735
1551,735
1572,735
1586,733
1603,733
1613,733
1633,736
1620,740
1619,748
1614,757
1608,766
1603,780
1598,794
1595,813
1592,826
1588,847
1580,866
1571,886
1564,902
1560,925
1559,935
1563,930
1573,928
1580,918
1586,917
1591,917
1596,922
1614,937
1621,941
1630,941
1633,943
1653,947
1661,952
1648,956
1665,953
1651,945
1653,938
1646,932
1651,929
1649,934
1645,928
1651,921
1664,934
1666,924
1663,921
1670,934
1685,932
1688,937
1670,940
1662,934
1649,928
1632,924
1615,921
1601,918
1590,917
1573,915
1553,912
1534,907
1514,900
1494,893
1470,884
1447,875
1428,866
1407,862
1382,859
1359,859
1338,858
1315,861
1296,863
1279,865
1257,870
1241,873
1224,876
1207,880
1188,884
1167,886
1158,887
1139,888
1114,885
1096,882
1078,880
1056,876
1045,873
1022,865
1005,858
983,846
965,836
950,826
931,811
915,797
901,783
888,774
875,763
861,753
846,740
832,727
811,710
796,696
778,683
762,668
747,651
734,635
720,617
706,597
699,584
685,569
675,558
662,540
652,524
642,509
631,490
624,477
611,457
605,442
598,425
588,408
580,394
570,375
561,361
545,338
538,323
530,311
517,292
505,277
493,257
476,236
471,218
462,202
451,186
445,172
444,170
445,159
447,152
457,157
463,162
472,155
479,150
495,139
510,138
525,141
546,138
566,137
582,138
605,143
623,149
645,160
664,171
676,180
696,197
714,217
729,234
743,251
762,274
777,295
792,318
805,341
818,361
828,383
837,405
845,426
852,444
860,465
866,480
869,498
872,519
874,538
883,579
888,595
899,626
900,636
905,652
909,673
912,689
916,705
921,730
926,751
934,772
940,793
949,813
962,835
978,858
991,876
1003,895
1024,914
1048,937
1055,940
1070,943
1076,936
1083,938
1096,934
1114,920
1132,907
1148,894
1160,882
1179,863
1192,848
1208,829
1221,811
1236,791
1250,769
1262,752
1277,729
1293,708
1308,689
1318,676
1332,659
1346,643
1361,625
1375,611
1387,594
1398,581
1410,564
1423,543
1431,527
1440,505
1445,485
1450,467
1454,445
1456,423
1453,398
1448,372
1442,349
1434,330
1423,311
1410,291
1399,274
1390,257
1379,242
1368,225
1356,212
1343,195
1332,182
1320,166
1310,153
1301,146
1300,148
1290,149
1285,153
1278,154
1267,151
1256,145
1249,142
1236,138
1223,133
1205,132
1192,140
1182,147
1171,152
1155,162
1139,174
1124,188
1110,204
1097,225
1084,246
1073,268
1062,298
1052,324
1042,349
1036,366
1028,386
1023,402
1011,404
1000,398
989,382
985,372
974,363
962,357
941,346
925,334
910,321
898,304
884,286
873,270
862,251
851,231
842,218
830,197
822,182
812,168
801,153
783,142
780,152
771,153
762,155
753,157
741,160
726,159
710,162
701,164
682,170
668,173
653,178
639,184
621,194
602,201
585,208
569,216
547,230
529,240
508,251
491,261
476,271
459,279
446,287
429,297
411,307
388,318
371,329
346,342
314,361
301,366
295,372
301,380
301,391
302,398
314,405
316,416
319,431
318,441
321,471
321,483
326,516
333,540
340,567
342,587
349,612
357,636
360,652
365,674
376,696
384,720
397,744
406,759
417,778
433,802
449,824
457,839
472,859
484,877
494,888
509,905
527,919
544,930
566,942
589,952
602,957
620,964
636,971
656,969
675,969
676,965
696,963
718,954
737,950
763,940
787,935
804,929
821,925
844,919
873,913
897,903
912,900
933,895
960,889
984,884
1008,879
1028,875
1048,873
1079,870
1105,868
1134,865
1161,860
1187,856
1216,852
1239,849
1262,845
1292,841
1318,838
1343,835
1369,831
1394,828
1415,826
1438,824
1460,820
1479,817
1499,814
1530,812
1551,809
1573,810
1589,809
1611,808
1626,809
1634,812
1636,810
1641,800
1636,798
1634,793
1630,789
1638,774
1641,765
1648,741
1654,725
1660,709
1664,689
1668,671
1674,651
1678,633
1680,611
1677,583
1676,569
1669,548
1663,529
1656,504
1650,489
1648,474
1643,453
1637,429
1634,413
1631,392
1629,372
1628,354
1627,339
1624,320
1622,296
1619,276
1620,254
1621,231
1626,202
1629,181
1632,156
1635,136
1642,145
1649,147
1631,148
1623,143
1616,137
1607,138
1596,142
1586,149
1574,153
1568,154
1550,159
1530,165
1513,171
1496,179
1478,190
1460,201
1443,211
1421,225
1402,237
1383,250
1365,263
1350,275
1334,290
1319,306
1303,324
1288,343
1272,362
1258,381
1244,397
1233,412
1221,429
1207,448
1194,467
1179,488
1166,506
1157,519
1144,538
1129,560
1117,574
1104,593
1083,620
1070,636
1059,648
1045,667
1033,685
1022,703
1012,719
1002,743
995,765
991,781
984,799
978,822
975,841
968,871
963,898
956,923
955,918
950,907
948,895
942,889
934,885
922,887
906,888
895,889
869,883
849,872
832,861
816,849
800,835
786,821
774,806
762,789
753,775
742,753
732,740
722,721
710,704
699,688
693,672
681,650
671,632
659,609
647,594
634,576
619,558
606,543
585,524
576,510
562,494
551,482
538,468
523,454
513,443
501,427
491,412
482,398
475,382
470,368
465,354
461,337
454,318
451,304
445,286
441,265
437,247
436,224
433,203
434,184
434,169
434,160
431,162
439,179
437,167
440,170
443,161
449,162
451,161
452,160
445,148
441,154
438,151
434,147
422,142
421,145
409,140
406,137
397,132
382,133
376,139
367,145
353,152
342,159
329,172
317,184
303,200
292,213
284,227
274,243
266,258
260,273
253,290
250,305
251,324
252,342
250,364
253,381
258,401
258,415
261,434
268,465
281,488
293,512
308,542
323,566
330,581
345,599
362,623
374,640
387,659
403,676
418,693
433,708
451,724
467,740
486,756
502,768
521,784
540,798
558,811
579,825
601,836
621,848
645,859
667,871
689,879
707,886
727,896
746,903
768,911
788,920
808,925
833,934
856,944
878,951
896,951
905,949
927,945
943,940
958,933
976,925
995,911
1014,902
1035,884
1053,869
1066,862
1080,847
1098,825
1116,804
1133,787
1150,770
1165,752
1178,739
1193,722
1210,701
1223,687
1239,670
1256,651
1269,636
1283,620
1297,605
1314,588
1330,575
1347,561
1357,546
1372,530
1385,517
1399,500
1410,485
1420,469
1432,451
1443,434
1454,419
1464,404
1475,387
1483,370
1492,350
1499,337
1508,315
1516,288
1521,267
1527,246
1530,221
1531,196
1531,174
1529,154
1521,136
1517,137
1514,145
1509,156
1498,158
1486,162
1470,167
1454,167
1439,164
1423,163
1405,165
1390,166
1372,167
1352,171
1333,174
1314,179
1294,184
1274,189
1252,193
1232,196
1219,201
1192,207
1169,212
1149,218
1128,225
1102,233
1079,241
1055,251
1034,262
1010,278
990,290
976,298
956,313
942,325
922,342
907,359
892,375
877,389
860,408
841,428
826,442
805,460
784,480
766,499
750,518
735,538
723,559
710,580
698,598
687,616
677,640
671,653
660,679
653,701
648,723
638,742
634,762
627,793
625,817
623,841
621,869
619,890
618,912
611,918
615,931
612,916
620,914
619,901
635,892
647,883
653,880
678,854
689,842
704,824
716,810
726,800
741,784
749,776
761,764
782,748
800,736
820,727
841,720
853,717
870,713
894,708
915,702
945,698
970,697
992,692
1016,688
1032,685
1056,677
1079,668
1101,659
1124,645
1143,633
1163,615
1179,596
1194,579
1206,560
1217,542
1225,522
1233,502
1240,481
1247,461
1251,440
1256,422
1261,407
1265,385
1269,365
1272,348
1275,331
1276,313
1278,295
1279,277
1280,260
1280,239
1281,219
1281,198
1283,180
1283,161
1282,147
1285,147
1297,155
1312,163
1327,168
1346,175
1356,179
1373,183
1394,186
1412,190
1432,197
1453,205
1469,215
1487,227
1505,241
1521,255
1536,269
1555,286
1568,299
1584,318
1599,339
1607,352
1617,372
1628,393
1637,413
1641,429
1647,454
1649,468
1653,503
1644,524
1637,539
1630,558
1626,578
1618,592
1610,616
1600,635
1589,650
1575,669
1562,686
1549,702
1533,716
1514,733
1495,751
1478,764
1459,779
1441,793
1422,804
1405,813
1384,824
1367,831
1350,838
1329,851
1312,858
1297,866
1280,875
1261,881
1242,888
1229,892
1208,901
1190,908
1175,912
1153,922
1131,933
1109,939
1089,939
1068,939
1051,938
1034,939
1012,938
989,936
979,935
963,933
943,929
921,923
904,918
878,909
854,900
835,892
814,881
798,872
776,863
758,852
743,845
718,832
697,822
677,812
654,801
641,793
625,786
608,780
587,778
569,773
546,773
516,773
497,773
482,775
459,775
438,781
419,787
397,795
373,798
358,806
351,812
327,827
308,835
296,842
279,853
282,870
288,884
294,891
301,905
309,917
313,927
320,938
323,930
334,923
345,923
358,922
374,925
396,931
421,937
444,937
457,942
478,940
490,942
516,950
534,948
568,941
592,937
613,935
638,929
667,926
681,920
696,912
719,906
740,904
767,900
787,898
806,897
828,898
851,903
873,910
894,915
914,920
929,927
951,939
971,945
984,934
991,926
1005,920
1030,915
1045,912
1070,902
1087,894
1106,883
1130,870
1152,859
1170,851
1186,840
1206,829
1226,818
1240,811
1266,794
1285,784
1306,771
1328,757
1346,745
1365,728
1383,714
1400,702
1418,690
1434,679
1451,666
1467,653
1484,641
1498,630
1513,621
1527,609
1546,593
1567,577
1583,563
1597,553
1613,543
1621,540
1640,514
1635,506
1624,499
1614,497
1607,484
1602,472
1596,457
1590,439
1586,419
1580,399
1570,374
1561,353
1550,332
1539,313
1525,291
1515,276
1500,262
1489,251
1471,239
1455,228
1435,219
1416,211
1399,206
1377,201
1356,197
1335,196
1310,193
1288,191
1269,189
1248,187
1227,185
1211,184
1189,180
1171,178
1151,176
1128,170
1109,167
1088,165
1068,163
1051,162
1034,161
1014,162
999,161
984,162
957,164
934,165
913,165
897,167
874,170
855,172
837,173
817,175
793,180
780,182
755,191
734,199
710,211
686,224
667,235
645,249
629,260
610,273
588,286
572,299
557,309
537,321
522,334
506,347
488,364
471,381
457,400
450,415
440,434
434,453
429,475
425,489
422,509
422,527
420,549
420,568
422,589
424,613
428,634
433,654
440,680
448,701
457,719
470,738
481,754
498,767
514,781
533,797
557,812
580,826
604,835
630,839
656,848
677,849
697,849
718,849
735,847
751,843
777,833
796,822
816,815
834,807
859,794
876,784
891,775
907,770
924,764
949,760
973,752
1011,746
1036,738
1054,734
1086,728
1114,720
1140,715
1165,710
1193,706
1215,703
1234,701
1258,699
1277,699
1294,700
1314,703
1339,707
1361,714
1376,717
1394,724
1414,732
1430,739
1452,749
1469,758
1486,768
1506,777
1524,784
1542,792
1562,798
1582,803
1598,805
1618,811
1634,815
1645,812
1645,806
1636,803
1632,797
1623,788
1616,780
1614,772
1603,751
1591,733
1580,717
1567,697
1555,679
1546,663
1538,651
1525,636
1513,619
1504,600
1495,582
1489,566
1480,545
1473,526
1465,508
1457,493
1451,473
1442,454
1433,436
1425,416
1417,394
1409,374
1401,349
1394,327
1390,307
1386,290
1384,273
1381,255
1381,232
1380,214
1382,192
1381,173
1381,155
1377,137
1383,142
1391,143
1397,152
1404,156
1416,154
1427,154
1442,152
1453,152
1469,148
1492,146
1506,143
1529,143
1546,143
1563,143
1584,145
1606,145
1622,144
1621,141
1623,120
1619,129
1618,146
1618,153
1626,149
1632,156
1631,163
1626,171
1624,183
1626,193
1624,208
1621,231
1619,250
1613,275
1609,296
1606,320
1597,348
1590,367
1584,396
1580,423
1579,443
1577,467
1582,492
1586,514
1592,536
1598,557
1603,576
1611,595
1620,612
1629,628
1629,645
1621,653
1616,660
1616,661
1621,663
1627,663
1637,663
1649,656
1651,643
1645,636
1638,628
1629,618
1619,605
1611,592
1601,580
1593,572
1576,561
1560,553
1541,545
1523,539
1507,532
1489,525
1467,519
1447,516
1427,512
1407,509
1385,507
1365,506
1346,506
1323,506
1305,507
1284,510
1266,513
1247,518
1229,523
1209,529
1190,534
1169,542
1152,547
1136,557
1118,571
1120,574
1122,578
1121,589
1120,600
1112,615
1103,632
1100,650
1093,673
1087,696
1082,721
1079,745
1077,770
1076,796
1072,817
1068,841
1067,865
1064,893
1062,915
1059,920
1058,904
1056,895
1049,888
1040,881
1038,882
1014,872
997,866
981,859
960,845
944,836
928,825
910,809
894,794
879,783
864,771
848,755
834,737
821,719
811,700
799,680
791,660
784,640
777,623
770,602
766,584
762,574
754,559
746,536
741,518
733,497
724,475
716,458
707,433
701,415
696,396
686,374
678,353
673,335
669,315
664,296
662,272
661,255
659,236
661,214
664,198
670,183
675,168
678,160
681,152
682,166
689,174
699,186
708,188
730,200
746,212
759,218
770,223
791,241
808,255
820,269
838,287
854,301
869,313
893,330
914,346
932,358
953,369
974,381
999,395
1029,410
1046,418
1060,423
1083,436
1102,449
1129,465
1153,478
1179,491
1201,503
1224,515
1248,526
1270,535
1292,544
1318,552
1345,560
1372,567
1394,574
1413,578
1439,585
1464,590
1485,597
1507,604
1528,609
1547,613
1565,618
1591,624
1602,627
1622,635
1627,642
1625,653
1616,667
1604,674
1590,684
1580,697
1572,709
1558,731
1541,747
1528,759
1506,773
1491,780
1470,784
1447,785
1427,785
1404,783
1382,779
1358,774
1337,770
1311,767
1288,763
1264,763
1242,763
1218,764
1194,769
1170,775
1153,778
1129,786
1107,792
1079,800
1062,807
1063,809
1030,819
1018,824
988,835
971,842
940,859
923,865
902,874
884,883
870,890
845,902
825,910
812,915
790,921
774,925
752,927
736,928
711,933
697,934
684,936
667,941
649,943
615,948
598,948
558,950
543,945
528,943
510,942
494,941
481,943
463,941
439,937
421,932
396,933
381,931
357,925
337,922
321,919
301,918
282,908
282,907
286,902
287,884
290,877
294,861
300,837
304,818
310,805
326,787
348,771
356,766
370,749
385,738
411,721
433,706
456,689
475,680
494,668
515,657
536,645
551,637
569,628
590,617
606,608
621,597
635,590
657,575
676,562
692,553
711,542
727,534
747,526
758,521
777,513
799,504
818,496
834,490
852,481
872,474
893,466
919,457
940,447
959,438
981,426
994,420
1006,416
1019,408
1037,400
1053,393
1071,390
1085,389
1106,391
1129,396
1154,402
1172,408
1194,415
1216,424
1232,431
1253,439
1279,448
1298,457
1316,469
1332,480
1349,492
1366,505
1382,518
1399,535
1413,551
1428,569
1440,585
1453,605
1470,629
1484,649
1495,668
1508,686
1519,704
1528,725
1539,746
1545,761
1555,786
1559,806
1564,824
1569,847
1570,871
1570,890
1570,912
1568,926
1572,931
1585,927
1594,923
1609,929
1620,929
1631,935
1637,940
1646,942
1662,953
1641,936
1660,943
1635,933
1661,945
1657,942
1660,942
1634,925
1636,924
1648,922
1651,927
1662,932
1648,918
1654,935
1658,934
1658,929
1667,938
1667,935
1665,943
1659,941
1657,943
1646,939
1639,937
1630,937
1620,938
1607,938
1593,935
1586,933
1577,933
1564,933
1550,931
1533,924
1515,917
1500,908
1482,894
1466,884
1446,871
1436,863
1417,845
1402,832
1385,818
1368,803
1351,789
1335,772
1318,754
1304,738
1288,720
1273,705
1258,688
1244,674
1228,657
1211,641
1196,625
1178,606
1162,589
1152,576
1142,564
1129,542
1129,524
1133,509
1137,497
1140,482
1141,466
1147,444
1155,425
1164,405
1175,385
1189,365
1197,352
1211,332
1223,318
1235,304
1246,294
1260,281
1276,270
1293,261
1308,251
1321,244
1339,236
1358,229
1379,221
1402,211
1422,203
1438,196
1459,187
1475,180
1497,170
1509,164
1523,159
1544,148
1556,144
1576,134
1593,129
1606,127
1613,125
1610,119
1604,116
1615,122
1614,122
1614,124
1619,125
1634,135
1638,139
1650,160
1642,171
1632,181
1623,193
1618,205
1612,219
1603,235
1593,251
1583,267
1568,281
1554,294
1540,303
1524,314
1509,322
1492,330
1473,339
1452,348
1436,356
1412,366
1389,373
1366,382
1345,388
1327,394
1305,401
1284,408
1267,413
1244,421
1222,429
1202,436
1187,440
1170,448
1150,455
1141,460
1126,464
1113,464
1117,463
1111,464
1092,458
1088,449
1080,442
1073,433
1065,425
1059,416
1045,406
1030,391
1018,376
1003,357
989,339
981,329
967,309
954,291
949,279
942,263
931,244
925,226
922,208
917,187
914,167
915,158
910,151
920,157
911,148
919,156
916,150
919,143
926,146
930,149
941,142
947,138
965,132
972,133
986,134
1001,136
1021,139
1043,144
1065,156
1083,165
1099,177
1113,190
1127,208
1139,225
1152,246
1165,267
1175,281
1185,308
1196,331
1207,350
1217,371
1228,395
1239,418
1251,442
1262,469
1270,487
1278,505
1287,526
1295,546
1303,566
1313,587
1322,608
1330,628
1339,649
1346,668
1356,688
1368,710
1381,728
1393,747
1409,764
1423,781
1444,799
1462,813
1481,827
1500,839
1517,849
1542,863
1566,876
1585,887
1601,893
1619,905
1636,914
1648,924
1645,928
1645,930
1641,935
1645,935
1650,940
1658,944
1651,943
1638,944
1641,944
1649,949
1656,953
1637,946
1644,947
1658,952
1655,950
1656,942
1652,942
1668,936
1666,936
1668,931
1668,929
1679,905
1677,898
1679,886
1684,868
1686,851
1690,825
1692,806
1683,791
1677,776
1668,754
1658,738
1651,724
1645,710
1638,697
1629,680
1623,664
1615,645
1606,625
1596,601
1587,577
1577,556
1568,537
1559,513
1549,493
1540,473
1531,456
1522,437
1513,420
1506,403
1501,385
1498,362
1495,344
1492,329
1493,302
1492,281
1491,263
1490,240
1493,219
1497,197
1502,176
1505,157
1504,145
1508,141
1500,144
1490,142
1480,149
1470,147
1464,145
1454,138
1440,127
1426,127
1409,128
1405,137
1398,144
1386,152
1371,168
1359,186
1349,207
1341,231
1336,255
1332,277
1331,302
1329,321
1328,345
1329,374
1330,400
1328,426
1326,451
1324,476
1320,495
1316,519
1311,543
1309,564
1307,585
1302,605
1298,624
1295,644
1290,666
1286,689
1283,707
1281,721
1278,747
1276,766
1276,785
1279,808
1283,830
1289,850
1296,873
1308,896
1317,921
1319,926
1319,923
1321,929
1322,919
1321,922
1324,930
1329,932
1338,941
1347,932
1354,922
1362,915
1372,915
1393,914
1409,911
1419,910
1441,902
1465,893
1486,884
1507,873
1530,860
1547,851
1566,837
1587,824
1602,814
1617,803
1632,794
1639,785
1640,778
1633,776
1635,777
1634,779
1643,787
1652,797
1663,809
1674,827
1684,846
1688,865
1681,889
1678,922
1671,936
1679,926
1680,890
1687,907
1689,910
1696,923
1695,936
1681,932
1676,935
1665,933
1657,931
1645,925
1632,924
1618,926
1604,931
1583,940
1568,944
1546,950
1522,951
1509,952
1486,952
1466,950
1442,945
1420,941
1401,937
1381,935
1360,933
1340,931
1316,929
1291,926
1268,923
1248,921
1224,920
1198,917
1178,915
1151,911
1135,907
1117,903
1103,899
1080,894
1058,890
1038,886
1009,881
987,879
962,876
939,872
912,869
893,863
868,858
848,851
825,845
805,839
785,833
764,828
744,824
720,824
699,822
677,820
641,822
614,827
597,831
578,833
554,841
527,853
509,858
488,868
474,875
465,880
435,893
410,901
382,913
365,917
335,929
321,930
297,933
285,939
296,942
306,941
298,954
289,959
291,962
284,958
273,952
261,945
250,925
243,909
255,887
256,870
255,857
256,834
262,820
266,801
269,775
272,753
276,730
280,709
282,685
287,661
292,638
297,619
305,596
311,578
326,554
334,536
347,517
359,497
376,474
386,459
400,441
418,422
434,401
450,385
465,369
479,355
495,339
506,328
523,315
543,302
561,290
581,281
602,274
619,267
638,258
663,257
687,253
705,252
726,251
749,255
770,262
787,267
804,273
822,282
843,293
864,305
883,314
904,326
929,344
952,356
969,364
989,374
1013,382
1040,390
1059,397
1081,403
1103,410
1131,417
1154,424
1182,429
1202,435
1226,439
1242,442
1268,450
1290,456
1304,460
1326,467
1347,473
1366,480
1387,488
1408,495
1429,505
1450,511
1469,518
1488,526
1505,535
1522,546
1539,559
1554,572
1568,584
1581,596
1595,611
1606,625
1618,640
1630,661
1643,683
1653,701
1658,712
1664,732
1670,754
1673,781
1673,790
1670,816
1669,848
1669,863
1664,890
1664,912
1663,932
1669,940
1678,936
1675,933
1665,940
1654,933
1643,935
1629,935
1615,936
1600,936
1586,936
1570,930
1552,928
1533,928
1516,927
1496,924
1476,919
1454,912
1436,905
1414,896
1393,887
1371,876
1353,867
1335,856
1316,844
1298,833
1280,820
1263,808
1246,794
1231,784
1214,770
1199,757
1185,745
1170,731
1155,716
1142,700
1129,684
1115,665
1106,651
1108,644
1115,644
1121,641
1130,637
1138,631
1141,622
1145,605
1150,589
1154,572
1158,551
1162,528
1166,506
1170,484
1174,465
1176,448
1177,426
1179,403
1181,382
1184,356
1186,335
1188,315
1191,295
1193,276
1199,256
1203,236
1208,220
1212,201
1217,184
1221,172
1226,157
1237,142
1242,147
1255,157
1258,165
1274,175
1292,177
1306,181
1325,185
1342,193
1358,203
1375,217
1389,230
1401,241
1413,260
1425,277
1436,293
1449,311
1462,327
1478,343
1492,358
1506,373
1520,387
1537,402
1553,417
1571,433
1585,446
1601,461
1617,476
1629,489
1645,514
1649,531
1645,546
1640,558
1636,580
1633,603
1627,627
1623,644
1620,662
1614,684
1605,705
1594,724
1582,745
1569,763
1554,779
1537,799
1523,810
1507,825
1489,842
1475,854
1455,869
1435,883
1417,899
1399,915
1383,926
1370,930
1357,922
