418,579
407,560
399,543
390,525
380,506
374,491
367,475
362,457
358,442
354,425
350,408
347,389
346,372
348,358
351,344
356,329
360,314
367,298
376,282
385,266
393,251
402,237
412,223
422,210
432,199
444,187
456,179
468,171
483,163
495,159
510,159
523,161
538,162
555,165
573,169
590,174
611,178
630,183
650,188
667,194
688,203
708,210
727,219
746,227
765,236
785,245
805,255
825,264
844,273
863,283
883,292
902,302
921,312
938,321
956,332
973,342
990,352
1006,362
1023,371
1037,376
